"Country or Area","Year","Item","Value"
"Japan","2009","General government final consumption expenditure","95690100000000"
"Japan","2009","Gross capital formation","111871800000000"
"Japan","2009","Gross fixed capital formation (including Acquisitions less disposals of valuables)","116925700000000"
"Japan","2009","Changes in inventories","-5053900000000"
"Japan","2009","Exports of goods and services","61469200000000"
"Japan","2009","Imports of goods and services","59247100000000"
"Japan","2009","Gross Domestic Product (GDP)","494938400000000"
"Japan","2008","Final consumption expenditure","389475000000000"
"Japan","2008","Household consumption expenditure (including Non-profit institutions serving households)","294334600000000"
"Japan","2008","General government final consumption expenditure","95140400000000"
"Japan","2008","Gross capital formation","136545800000000"
"Japan","2008","Gross fixed capital formation (including Acquisitions less disposals of valuables)","133501500000000"
"Japan","2008","Changes in inventories","3044300000000"
"Japan","2008","Exports of goods and services","90973300000000"
"Japan","2008","Imports of goods and services","89170200000000"
"Japan","2008","Gross Domestic Product (GDP)","527823800000000"
"Japan","2007","Final consumption expenditure","390815300000000"
"Japan","2007","Household consumption expenditure (including Non-profit institutions serving households)","295716700000000"
"Japan","2007","General government final consumption expenditure","95098600000000"
"Japan","2007","Gross capital formation","138966100000000"
"Japan","2007","Gross fixed capital formation (including Acquisitions less disposals of valuables)","137005200000000"
"Japan","2007","Changes in inventories","1960900000000"
"Japan","2007","Exports of goods and services","93237100000000"
"Japan","2007","Imports of goods and services","83736700000000"
"Japan","2007","Gross Domestic Product (GDP)","539281700000000"
"Japan","2006","Final consumption expenditure","388662400000000"
"Japan","2006","Household consumption expenditure (including Non-profit institutions serving households)","294498800000000"
"Japan","2006","General government final consumption expenditure","94163600000000"
"Japan","2006","Gross capital formation","139559300000000"
"Japan","2006","Gross fixed capital formation (including Acquisitions less disposals of valuables)","139383400000000"
"Japan","2006","Changes in inventories","175900000000"
"Japan","2006","Exports of goods and services","83793600000000"
"Japan","2006","Imports of goods and services","76845100000000"
"Japan","2006","Gross Domestic Product (GDP)","535170200000000"
"Japan","2005","Final consumption expenditure","386318000000000"
"Japan","2005","Household consumption expenditure (including Non-profit institutions serving households)","291829000000000"
"Japan","2005","General government final consumption expenditure","94489000000000"
"Japan","2005","Gross capital formation","138732700000000"
"Japan","2005","Gross fixed capital formation (including Acquisitions less disposals of valuables)","137927100000000"
"Japan","2005","Changes in inventories","805600000000"
"Japan","2005","Exports of goods and services","73571800000000"
"Japan","2005","Imports of goods and services","66106800000000"
"Japan","2005","Gross Domestic Product (GDP)","532515600000000"
"Japan","2004","Final consumption expenditure","383570100000000"
"Japan","2004","Household consumption expenditure (including Non-profit institutions serving households)","289742500000000"
"Japan","2004","General government final consumption expenditure","93827600000000"
"Japan","2004","Gross capital formation","135728900000000"
"Japan","2004","Gross fixed capital formation (including Acquisitions less disposals of valuables)","134065100000000"
"Japan","2004","Changes in inventories","1663800000000"
"Japan","2004","Exports of goods and services","67690600000000"
"Japan","2004","Imports of goods and services","57588700000000"
"Japan","2004","Gross Domestic Product (GDP)","529400900000000"
"Japan","2003","Final consumption expenditure","381101200000000"
"Japan","2003","Household consumption expenditure (including Non-profit institutions serving households)","287643700000000"
"Japan","2003","General government final consumption expenditure","93457500000000"
"Japan","2003","Gross capital formation","134455400000000"
"Japan","2003","Gross fixed capital formation (including Acquisitions less disposals of valuables)","134729900000000"
"Japan","2003","Changes in inventories","-274500000000"
"Japan","2003","Exports of goods and services","60077200000000"
"Japan","2003","Imports of goods and services","51665000000000"
"Japan","2003","Gross Domestic Product (GDP)","523968600000000"
"Japan","2002","Final consumption expenditure","382016500000000"
"Japan","2002","Household consumption expenditure (including Non-profit institutions serving households)","288790900000000"
"Japan","2002","General government final consumption expenditure","93225600000000"
"Japan","2002","Gross capital formation","135834000000000"
"Japan","2002","Gross fixed capital formation (including Acquisitions less disposals of valuables)","137730300000000"
"Japan","2002","Changes in inventories","-1896300000000"
"Japan","2002","Exports of goods and services","56934500000000"
"Japan","2002","Imports of goods and services","50306300000000"
"Japan","2002","Gross Domestic Product (GDP)","524478700000000"
"Japan","2001","Final consumption expenditure","380935600000000"
"Japan","2001","Household consumption expenditure (including Non-profit institutions serving households)","289337000000000"
"Japan","2001","General government final consumption expenditure","91598600000000"
"Japan","2001","Gross capital formation","147560300000000"
"Japan","2001","Gross fixed capital formation (including Acquisitions less disposals of valuables)","147432800000000"
"Japan","2001","Changes in inventories","127500000000"
"Japan","2001","Exports of goods and services","53573700000000"
"Japan","2001","Imports of goods and services","50415700000000"
"Japan","2001","Gross Domestic Product (GDP)","531653900000000"
"Japan","2000","Final consumption expenditure","375959400000000"
"Japan","2000","Household consumption expenditure (including Non-profit institutions serving households)","287352100000000"
"Japan","2000","General government final consumption expenditure","88607300000000"
"Japan","2000","Gross capital formation","152152000000000"
"Japan","2000","Gross fixed capital formation (including Acquisitions less disposals of valuables)","152525200000000"
"Japan","2000","Changes in inventories","-373200000000"
"Japan","2000","Exports of goods and services","56023400000000"
"Japan","2000","Imports of goods and services","48717000000000"
"Japan","2000","Gross Domestic Product (GDP)","535417700000000"
"Japan","1999","Final consumption expenditure","371307700000000"
"Japan","1999","Household consumption expenditure (including Non-profit institutions serving households)","285671800000000"
"Japan","1999","General government final consumption expenditure","85635900000000"
"Japan","1999","Gross capital formation","148918000000000"
"Japan","1999","Gross fixed capital formation (including Acquisitions less disposals of valuables)","152623100000000"
"Japan","1999","Changes in inventories","-3705100000000"
"Japan","1999","Exports of goods and services","51780100000000"
"Japan","1999","Imports of goods and services","43935900000000"
"Japan","1999","Gross Domestic Product (GDP)","528069900000000"
"Japan","1998","Final consumption expenditure","368384600000000"
"Japan","1998","Household consumption expenditure (including Non-profit institutions serving households)","284340100000000"
"Japan","1998","General government final consumption expenditure","84044500000000"
"Japan","1998","Gross capital formation","158754000000000"
"Japan","1998","Gross fixed capital formation (including Acquisitions less disposals of valuables)","157100300000000"
"Japan","1998","Changes in inventories","1653700000000"
"Japan","1998","Exports of goods and services","55655200000000"
"Japan","1998","Imports of goods and services","46296400000000"
"Japan","1998","Gross Domestic Product (GDP)","536497400000000"
"Japan","1997","Final consumption expenditure","369098500000000"
"Japan","1997","Household consumption expenditure (including Non-profit institutions serving households)","285925500000000"
"Japan","1997","General government final consumption expenditure","83173000000000"
"Japan","1997","Gross capital formation","169099000000000"
"Japan","1997","Gross fixed capital formation (including Acquisitions less disposals of valuables)","166236400000000"
"Japan","1997","Changes in inventories","2862600000000"
"Japan","1997","Exports of goods and services","56440100000000"
"Japan","1997","Imports of goods and services","51092300000000"
"Japan","1997","Gross Domestic Product (GDP)","543545400000000"
"Japan","1996","Final consumption expenditure","362015600000000"
"Japan","1996","Household consumption expenditure (including Non-profit institutions serving households)","280899700000000"
"Japan","1996","General government final consumption expenditure","81115900000000"
"Japan","1996","Gross capital formation","171524200000000"
"Japan","1996","Gross fixed capital formation (including Acquisitions less disposals of valuables)","169107300000000"
"Japan","1996","Changes in inventories","2416900000000"
"Japan","1996","Exports of goods and services","49891600000000"
"Japan","1996","Imports of goods and services","47869200000000"
"Japan","1996","Gross Domestic Product (GDP)","535562100000000"
"Japan","1995","Final consumption expenditure","353776800000000"
"Japan","1995","Household consumption expenditure (including Non-profit institutions serving households)","275118900000000"
"Japan","1995","General government final consumption expenditure","78657900000000"
"Japan","1995","Gross capital formation","161354000000000"
"Japan","1995","Gross fixed capital formation (including Acquisitions less disposals of valuables)","159644300000000"
"Japan","1995","Changes in inventories","1709700000000"
"Japan","1995","Exports of goods and services","45987900000000"
"Japan","1995","Imports of goods and services","39505100000000"
"Japan","1995","Gross Domestic Product (GDP)","521613500000000"
"Japan","1994","Final consumption expenditure","344756700000000"
"Japan","1994","Household consumption expenditure (including Non-profit institutions serving households)","269405200000000"
"Japan","1994","General government final consumption expenditure","75351500000000"
"Japan","1994","Gross capital formation","156608600000000"
"Japan","1994","Gross fixed capital formation (including Acquisitions less disposals of valuables)","156449200000000"
"Japan","1994","Changes in inventories","159400000000"
"Japan","1994","Exports of goods and services","45164100000000"
"Japan","1994","Imports of goods and services","35613300000000"
"Japan","1994","Gross Domestic Product (GDP)","510916100000000"
"Japan","1993","Final consumption expenditure","332732100000000"
"Japan","1993","Household consumption expenditure (including Non-profit institutions serving households)","260327700000000"
"Japan","1993","General government final consumption expenditure","72404400000000"
"Japan","1993","Gross capital formation","151950500000000"
"Japan","1993","Gross fixed capital formation (including Acquisitions less disposals of valuables)","152090400000000"
"Japan","1993","Changes in inventories","-139900000000"
"Japan","1993","Exports of goods and services","44961800000000"
"Japan","1993","Imports of goods and services","34353500000000"
"Japan","1993","Gross Domestic Product (GDP)","495291000000000"
"Japan","1992","Final consumption expenditure","324045200000000"
"Japan","1992","Household consumption expenditure (including Non-profit institutions serving households)","254753800000000"
"Japan","1992","General government final consumption expenditure","69291400000000"
"Japan","1992","Gross capital formation","160840500000000"
"Japan","1992","Gross fixed capital formation (including Acquisitions less disposals of valuables)","160334400000000"
"Japan","1992","Changes in inventories","506100000000"
"Japan","1992","Exports of goods and services","47981200000000"
"Japan","1992","Imports of goods and services","37811000000000"
"Japan","1992","Gross Domestic Product (GDP)","495055800000000"
"Japan","1991","Final consumption expenditure","310357600000000"
"Japan","1991","Household consumption expenditure (including Non-profit institutions serving households)","244693100000000"
"Japan","1991","General government final consumption expenditure","65664500000000"
"Japan","1991","Gross capital formation","165253800000000"
"Japan","1991","Gross fixed capital formation (including Acquisitions less disposals of valuables)","163037600000000"
"Japan","1991","Changes in inventories","2216200000000"
"Japan","1991","Exports of goods and services","47251600000000"
"Japan","1991","Imports of goods and services","40017600000000"
"Japan","1991","Gross Domestic Product (GDP)","482845400000000"
"Japan","1990","Final consumption expenditure","293542000000000"
"Japan","1990","Household consumption expenditure (including Non-profit institutions serving households)","232097300000000"
"Japan","1990","General government final consumption expenditure","61444700000000"
"Japan","1990","Gross capital formation","156542800000000"
"Japan","1990","Gross fixed capital formation (including Acquisitions less disposals of valuables)","154919000000000"
"Japan","1990","Changes in inventories","1623800000000"
"Japan","1990","Exports of goods and services","46357700000000"
"Japan","1990","Imports of goods and services","42834200000000"
"Japan","1990","Gross Domestic Product (GDP)","453608500000000"
"Japan","1989","Final consumption expenditure","273061900000000"
"Japan","1989","Household consumption expenditure (including Non-profit institutions serving households)","215851200000000"
"Japan","1989","General government final consumption expenditure","57210700000000"
"Japan","1989","Gross capital formation","142711900000000"
"Japan","1989","Gross fixed capital formation (including Acquisitions less disposals of valuables)","140464200000000"
"Japan","1989","Changes in inventories","2247700000000"
"Japan","1989","Exports of goods and services","42618100000000"
"Japan","1989","Imports of goods and services","36922500000000"
"Japan","1989","Gross Domestic Product (GDP)","421469400000000"
"Japan","1988","Final consumption expenditure","255819600000000"
"Japan","1988","Household consumption expenditure (including Non-profit institutions serving households)","201868700000000"
"Japan","1988","General government final consumption expenditure","53950900000000"
"Japan","1988","Gross capital formation","130092300000000"
"Japan","1988","Gross fixed capital formation (including Acquisitions less disposals of valuables)","128199600000000"
"Japan","1988","Changes in inventories","1892700000000"
"Japan","1988","Exports of goods and services","37689200000000"
"Japan","1988","Imports of goods and services","29959600000000"
"Japan","1988","Gross Domestic Product (GDP)","393641400000000"
"Japan","1987","Final consumption expenditure","242840100000000"
"Japan","1987","Household consumption expenditure (including Non-profit institutions serving households)","191114900000000"
"Japan","1987","General government final consumption expenditure","51725200000000"
"Japan","1987","Gross capital formation","113357100000000"
"Japan","1987","Gross fixed capital formation (including Acquisitions less disposals of valuables)","113002300000000"
"Japan","1987","Changes in inventories","354800000000"
"Japan","1987","Exports of goods and services","36404600000000"
"Japan","1987","Imports of goods and services","26262700000000"
"Japan","1987","Gross Domestic Product (GDP)","366339100000000"
"Japan","1986","Final consumption expenditure","232473800000000"
"Japan","1986","Household consumption expenditure (including Non-profit institutions serving households)","182742000000000"
"Japan","1986","General government final consumption expenditure","49731800000000"
"Japan","1986","Gross capital formation","105000800000000"
"Japan","1986","Gross fixed capital formation (including Acquisitions less disposals of valuables)","103693100000000"
"Japan","1986","Changes in inventories","1307700000000"
"Japan","1986","Exports of goods and services","38230800000000"
"Japan","1986","Imports of goods and services","25360600000000"
"Japan","1986","Gross Domestic Product (GDP)","350344800000000"
"Japan","1985","Final consumption expenditure","222895600000000"
"Japan","1985","Household consumption expenditure (including Non-profit institutions serving households)","175252200000000"
"Japan","1985","General government final consumption expenditure","47643400000000"
"Japan","1985","Gross capital formation","100144800000000"
"Japan","1985","Gross fixed capital formation (including Acquisitions less disposals of valuables)","98556000000000"
"Japan","1985","Changes in inventories","1588800000000"
"Japan","1985","Exports of goods and services","46359500000000"
"Japan","1985","Imports of goods and services","35713900000000"
"Japan","1985","Gross Domestic Product (GDP)","333686000000000"
"Japan","1984","Final consumption expenditure","211352500000000"
"Japan","1984","Household consumption expenditure (including Non-profit institutions serving households)","165612500000000"
"Japan","1984","General government final consumption expenditure","45740000000000"
"Japan","1984","Gross capital formation","94133500000000"
"Japan","1984","Gross fixed capital formation (including Acquisitions less disposals of valuables)","93211600000000"
"Japan","1984","Changes in inventories","921900000000"
"Japan","1984","Exports of goods and services","45071700000000"
"Japan","1984","Imports of goods and services","37412600000000"
"Japan","1984","Gross Domestic Product (GDP)","313145300000000"
"Japan","1983","Final consumption expenditure","201817800000000"
"Japan","1983","Household consumption expenditure (including Non-profit institutions serving households)","157961600000000"
"Japan","1983","General government final consumption expenditure","43856200000000"
"Japan","1983","Gross capital formation","88954500000000"
"Japan","1983","Gross fixed capital formation (including Acquisitions less disposals of valuables)","88946300000000"
"Japan","1983","Changes in inventories","8200000000"
"Japan","1983","Exports of goods and services","39267500000000"
"Japan","1983","Imports of goods and services","34736000000000"
"Japan","1983","Gross Domestic Product (GDP)","295303900000000"
"Japan","1982","Final consumption expenditure","191746600000000"
"Japan","1982","Household consumption expenditure (including Non-profit institutions serving households)","149926600000000"
"Japan","1982","General government final consumption expenditure","41820000000000"
"Japan","1982","Gross capital formation","89286400000000"
"Japan","1982","Gross fixed capital formation (including Acquisitions less disposals of valuables)","88475600000000"
"Japan","1982","Changes in inventories","810800000000"
"Japan","1982","Exports of goods and services","39337400000000"
"Japan","1982","Imports of goods and services","37788300000000"
"Japan","1982","Gross Domestic Product (GDP)","282582000000000"
"Japan","1981","Final consumption expenditure","179114600000000"
"Japan","1981","Household consumption expenditure (including Non-profit institutions serving households)","139639000000000"
"Japan","1981","General government final consumption expenditure","39475600000000"
"Japan","1981","Gross capital formation","88067400000000"
"Japan","1981","Gross fixed capital formation (including Acquisitions less disposals of valuables)","87264000000000"
"Japan","1981","Changes in inventories","803400000000"
"Japan","1981","Exports of goods and services","37961700000000"
"Japan","1981","Imports of goods and services","36313100000000"
"Japan","1981","Gross Domestic Product (GDP)","268830700000000"
"Japan","1980","Final consumption expenditure","167965900000000"
"Japan","1980","Household consumption expenditure (including Non-profit institutions serving households)","131211300000000"
"Japan","1980","General government final consumption expenditure","36754600000000"
"Japan","1980","Gross capital formation","85110400000000"
"Japan","1980","Gross fixed capital formation (including Acquisitions less disposals of valuables)","84117300000000"
"Japan","1980","Changes in inventories","993100000000"
"Japan","1980","Exports of goods and services","32901200000000"
"Japan","1980","Imports of goods and services","35341400000000"
"Japan","1980","Gross Domestic Product (GDP)","250636100000000"
"Japan","1979","Final consumption expenditure","154242551714000"
"Japan","1979","Household consumption expenditure (including Non-profit institutions serving households)","120734119133800"
"Japan","1979","General government final consumption expenditure","33508432580200"
"Japan","1979","Gross capital formation","79120303115200"
"Japan","1979","Gross fixed capital formation (including Acquisitions less disposals of valuables)","77848849368800"
"Japan","1979","Changes in inventories","1271453746400"
"Japan","1979","Exports of goods and services","25638755196200"
"Japan","1979","Imports of goods and services","27869272467900"
"Japan","1979","Gross Domestic Product (GDP)","231195355873400"
"Japan","1978","Final consumption expenditure","140234563001800"
"Japan","1978","Household consumption expenditure (including Non-profit institutions serving households)","109429892350900"
"Japan","1978","General government final consumption expenditure","30804670650900"
"Japan","1978","Gross capital formation","69436986057600"
"Japan","1978","Gross fixed capital formation (including Acquisitions less disposals of valuables)","68946744185000"
"Japan","1978","Changes in inventories","490241872600"
"Japan","1978","Exports of goods and services","22738659456000"
"Japan","1978","Imports of goods and services","19340923657800"
"Japan","1978","Gross Domestic Product (GDP)","213306268936200"
"Japan","1977","Final consumption expenditure","127825254829100"
"Japan","1977","Household consumption expenditure (including Non-profit institutions serving households)","99374386958200"
"Japan","1977","General government final consumption expenditure","28450867870900"
"Japan","1977","Gross capital formation","62939417551000"
"Japan","1977","Gross fixed capital formation (including Acquisitions less disposals of valuables)","62107607382700"
"Japan","1977","Changes in inventories","831810168300"
"Japan","1977","Exports of goods and services","24318465301000"
"Japan","1977","Imports of goods and services","21452559245000"
"Japan","1977","Gross Domestic Product (GDP)","193706278803100"
"Japan","1976","Final consumption expenditure","114464804382700"
"Japan","1976","Household consumption expenditure (including Non-profit institutions serving households)","88861643313900"
"Japan","1976","General government final consumption expenditure","25603161068800"
"Japan","1976","Gross capital formation","58295329510000"
"Japan","1976","Gross fixed capital formation (including Acquisitions less disposals of valuables)","57629096620600"
"Japan","1976","Changes in inventories","666232889400"
"Japan","1976","Exports of goods and services","22592093971700"
"Japan","1976","Imports of goods and services","21431981540800"
"Japan","1976","Gross Domestic Product (GDP)","173827764691400"
"Japan","1975","Final consumption expenditure","101861656945700"
"Japan","1975","Household consumption expenditure (including Non-profit institutions serving households)","78639902386700"
"Japan","1975","General government final consumption expenditure","23221754559000"
"Japan","1975","Gross capital formation","53431303473900"
"Japan","1975","Gross fixed capital formation (including Acquisitions less disposals of valuables)","53402757255700"
"Japan","1975","Changes in inventories","28546218200"
"Japan","1975","Exports of goods and services","18990284711400"
"Japan","1975","Imports of goods and services","19084206710800"
"Japan","1975","Gross Domestic Product (GDP)","154787118329600"
"Japan","1974","Final consumption expenditure","86752705245800"
"Japan","1974","Household consumption expenditure (including Non-profit institutions serving households)","67663556521900"
"Japan","1974","General government final consumption expenditure","19089148723900"
"Japan","1974","Gross capital formation","55056712305400"
"Japan","1974","Gross fixed capital formation (including Acquisitions less disposals of valuables)","51804192512100"
"Japan","1974","Changes in inventories","3252519793300"
"Japan","1974","Exports of goods and services","18265760999800"
"Japan","1974","Imports of goods and services","19424646670000"
"Japan","1974","Gross Domestic Product (GDP)","140090360740400"
"Japan","1973","Final consumption expenditure","70525196738100"
"Japan","1973","Household consumption expenditure (including Non-profit institutions serving households)","55964775167900"
"Japan","1973","General government final consumption expenditure","14560421570200"
"Japan","1973","Gross capital formation","47069258979300"
"Japan","1973","Gross fixed capital formation (including Acquisitions less disposals of valuables)","45417921368900"
"Japan","1973","Changes in inventories","1651337610400"
"Japan","1973","Exports of goods and services","11296347119900"
"Japan","1973","Imports of goods and services","11359195333400"
"Japan","1973","Gross Domestic Product (GDP)","117397596102100"
"Japan","1972","Final consumption expenditure","58073992697100"
"Japan","1972","Household consumption expenditure (including Non-profit institutions serving households)","46320106264400"
"Japan","1972","General government final consumption expenditure","11753886432700"
"Japan","1972","Gross capital formation","36076426042600"
"Japan","1972","Gross fixed capital formation (including Acquisitions less disposals of valuables)","34972944376600"
"Japan","1972","Changes in inventories","1103481666000"
"Japan","1972","Exports of goods and services","9783671268100"
"Japan","1972","Imports of goods and services","7711595521200"
"Japan","1972","Gross Domestic Product (GDP)","96418343539100"
"Japan","1971","Final consumption expenditure","50147800599900"
"Japan","1971","Household consumption expenditure (including Non-profit institutions serving households)","40133416996900"
"Japan","1971","General government final consumption expenditure","10014383603000"
"Japan","1971","Gross capital formation","31712179148900"
"Japan","1971","Gross fixed capital formation (including Acquisitions less disposals of valuables)","30661290535500"
"Japan","1971","Changes in inventories","1050888613400"
"Japan","1971","Exports of goods and services","9456625146500"
"Japan","1971","Imports of goods and services","7317593008400"
"Japan","1971","Gross Domestic Product (GDP)","84215883490900"
"Japan","1970","Final consumption expenditure","44105220853700"
"Japan","1970","Household consumption expenditure (including Non-profit institutions serving households)","35597501840800"
"Japan","1970","General government final consumption expenditure","8507719012900"
"Japan","1970","Gross capital formation","31453441497500"
"Japan","1970","Gross fixed capital formation (including Acquisitions less disposals of valuables)","28892873434100"
"Japan","1970","Changes in inventories","2560568063400"
"Japan","1970","Exports of goods and services","7929642902700"
"Japan","1970","Imports of goods and services","7046148880900"
"Japan","1970","Gross Domestic Product (GDP)","76539307651500"
"Republic of Korea","2021","Final consumption expenditure","1.3319984E+15"
"Republic of Korea","2021","Household consumption expenditure (including Non-profit institutions serving households)","955779600000000"
"Republic of Korea","2021","General government final consumption expenditure","376218800000000"
"Republic of Korea","2021","Gross capital formation","664794700000000"
"Republic of Korea","2021","Gross fixed capital formation (including Acquisitions less disposals of valuables)","654034300000000"
"Republic of Korea","2021","Changes in inventories","10760400000000"
"Republic of Korea","2021","Exports of goods and services","870831700000000"
"Republic of Korea","2021","Imports of goods and services","796694300000000"
"Republic of Korea","2021","Gross Domestic Product (GDP)","2.071658E+15"
"Republic of Korea","2020","Final consumption expenditure","1.2504152E+15"
"Republic of Korea","2020","Household consumption expenditure (including Non-profit institutions serving households)","900320900000000"
"Republic of Korea","2020","General government final consumption expenditure","350094300000000"
"Republic of Korea","2020","Gross capital formation","618792500000000"
"Republic of Korea","2020","Gross fixed capital formation (including Acquisitions less disposals of valuables)","607454800000000"
"Republic of Korea","2020","Changes in inventories","11337700000000"
"Republic of Korea","2020","Exports of goods and services","705640100000000"
"Republic of Korea","2020","Imports of goods and services","634121700000000"
"Republic of Korea","2020","Gross Domestic Product (GDP)","1.9407262E+15"
